Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
349,domain_2,3,Як часто рекомендується наносити лосьйон Елоком?,2 рази на тиждень,2 рази на день,1 раз на тиждень,за потреби,1 раз на день,раз на місяць,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
350,domain_2,6,"Яке показання до застосування, з-поміж інших, має кофеїн-бензоат натрію?",астенічний синдром,алергія,шизофренія,туберкульоз,грип,пневмонія,A,1026d4282a0fb8d22694301adc83729950c8498b.pdf,2
351,domain_2,13,Що є протипоказанням для застосування Ретровіру?,супутні захворювання печінки,гіперчутливість до зидовудину,вагітність до 12 тижнів,вік до 18 років,варикоз,алергія на фруктозу,B,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,1
353,domain_2,3,Які побічні дії може спричинити бронхіал?,кашель,помутніння,нудота,запаморочення,біль у животі,алергічні реакції,F,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
356,domain_2,15,Які побічні реакції від застосування піперациліну/тазобактаму виникають найчастіше?,Втрата свідомості та судоми,Сильний головний біль і гарячка,Запаморочення і нудота,Сухість у ротовій порожнині і дискомфорт,Труднощі з диханням і набряк горла,"Діарея, нудота, блювання, висипання",F,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,13
357,domain_2,3,Які побічні ефекти можуть виникати при застосуванні Унгапівен?,втрата апетиту,підвищення температури,порушення зору,порушення сну,сухість шкіри,реакції гіперчутливості,F,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
358,domain_2,5,Які показання для застосування Дерива С?,Знеболення при головному болю,Місцеве лікування звичайних вугрів (acne vulgaris),Лікування екземи,Лікування псоріазу,Лікування грибкових інфекцій,Лікування гіпертонії,B,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,2
359,domain_2,7,Як амоксикомб впливає на ефективність комбінованих пероральних контрацептивів?,не впливає на ефективність,посилює побічні ефекти,підвищує ефективність,негативно впливає на гормональний фон,забезпечує повну безпеку,знижує ефективність,F,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,5
362,domain_2,4,Які протипоказання вказані для препарату Сікапротект?,Сльозотеча,Діти до 15 років,Вагітність,"Гіперчутливість до декспантенолу, полівінілового спирту або будь-яких інших компонентів препарату",Гострі запальні захворювання,Алергія на латекс,D,b0e35f26831baa753925da047ca36d318a100825.pdf,1
363,domain_2,3,Яка форма випуску препарату Елоком?,порошок,лосьйон,таблетки,крем,гель,мазь,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
364,domain_2,6,Що з-поміж іншого необхідно зробити у випадку передозування кофеїн-бензоатом натрію?,промивання шлунка,викликати алергічну реакцію,підвищувати температуру тіла,застосовувати знеболювальні,приймати вітаміни,збільшити фізичну активність,A,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
366,domain_2,9,Яку дію має лоперамід у складі Діаремікса?,Протигрипозну,Протипухлинну,Антидіарейну,Протизапальну,Антибактеріальну,Знеболювальну,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,1
367,domain_2,3,Яка допоміжна речовина входить до складу препарату Гастро-Гран?,Парафін,Срібло,Цукор,Калій,Золото,Сіль,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
368,domain_2,5,Яке протипоказання вказано для вінпоцетину?,хронічні захворювання печінки,зниження слуху,набряк диску зорового нерва,цукровий діабет,алергія на лактозу,період годування груддю,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
369,domain_2,9,Яка побічна реакція з боку шлунково-кишкового тракту може виникнути при прийомі Діареміксу?,Запор,Осад у сечі,Епілепсія,Знекровлення,Головний біль,Слабкість,A,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
370,domain_2,8,У якому вигляді випускається Фервекс для дорослих?,порошок для орального розчину,свічки,капсули,саше,таблетки,сироп,A,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,1
372,domain_2,5,Які властивості має вінпоцетин?,антиоксидантну дію,антибіотичну дію,тяжкий перебіг ішемічної хвороби серця,знеболюючу дію,гормональну дію,протизапальну дію,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,4
373,domain_2,17,Що призводить до підвищення біологічного накопичення діючої речовини Сандімуну Неоралу? ,"одночасне застосування з препаратами, що
містять калій",одночасне застосування з діуретиками,головний біль,одночасне застосування з барбітуратами,одночасне вживання грейпфрутового соку,порушення менструального циклу,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,14
383,domain_2,3,Який симптом прийому циклодинону свідчить про необхідність консультації з лікарем?,збільшення ваги,недостатня активність,зниження тиску,зниження апетиту,погіршення зору,набухання молочних залоз,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
384,domain_2,5,Скільки таблеток в одній упаковці вінпоцетину?,5,4 роки,5 мг,3,10,30,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,5
386,domain_2,7,Який лікарський засіб не рекомендується застосовувати одночасно з Амоксикомбом?,парацетамол,лоратадин,феназон,пробеніцид,дексаметазон,Opadry White 06B58855,D,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,5
387,domain_2,16,Яка форма випуску препарату Периндоприл-Тева?,розчин для інфузій,гель,ампули,"таблетки, не вкриті оболонкою","таблетки, вкриті плівковою оболонкою",порошок для розчину,E,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
388,domain_2,7,Чи можна застосовувати амоксицилін під час вагітності?,"так, без жодних обмежень","ні, це небезпечно","так, але з обережністю","так, але тільки у третьому триместрі","так, тільки після необхідного обстеження","так, тільки мінімальне дозування",C,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,3
389,domain_2,6,Які побічні реакції від прийому кофеїн-бензоату натрію можливі з боку сечовидільної системи?,збільшення ниркового кровотоку,підвищення апетиту,зменшення реабсорбції води,збільшення споживання повітря,підвищення частоти сечовипускання,посилення слиновиділення,E,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
391,domain_2,8,Які діючі речовини входять до складу Фервексу для дорослих без цукру?,"амітриптилін, доксепін, міансерин, міртазапін, триміпрамін","парацетамол, аскорбінова кислота, феніраміну малеат","аспартам, лимонна кислота, повідон","фенітоїн, кальцію карбонат, тальк","нейролептики, барбітурати, бензодіазепіни","магнію стеарат, етанол, кофеїн",B,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,1
394,domain_2,3,Що входить до показань для застосування унгапівену?,захворювання печінки,люмбаго,туберкульоз,захворювання нирок,свербіж,нудьга,B,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
396,domain_2,9,Який термін придатності діареміксу?,5 років,3 роки,2 роки,6 місяців,1 рік,4 роки,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
398,domain_2,15,Діти до якого віку не повинні приймати Піперацилін-Тазобактам-Тева?,До 5 років,До 12 років,Вікові обмеження відсутні,До 3 років,До 1 року,До 2 років,F,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,12
399,domain_2,11,Яка рекомендована доза ланзоптолу для лікування активної виразки дванадцятипалої кишки?,60 мг 1 раз на добу протягом 2–4 тижнів,120 мг 1 раз на добу протягом 4 тижнів,30 мг 1 раз на добу протягом 8 тижнів,30 мг 1 раз на добу протягом 2–4 тижнів,30 мг 2 рази на добу протягом 1 тижня,50 мг 1 раз на добу протягом 6–8 тижнів,D,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,8
400,domain_2,8,Яка максимальна тривалість лікування фервексом для дорослих?,5 днів,7 днів,8 годин,2 години,3 дні,10 днів,A,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,5
401,domain_2,5,Які діючі речовини містяться в гелі Дерива С?,"саліцилова кислота, резорцин",вода очищена,мікрофлора шкіри,"метилпарагідроксибензоат, феноксіетанол","карбомер 940, пропіленгліколь","адапален, кліндаміцин",F,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
402,domain_2,6,"Який з цих симптомів є ознакою передозування кофеїном, що в складі солпадеїну?",апатія,втрата апетиту,загальна слабкість,недостатня гідратація,висипання,прискорене дихання,F,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,3
407,domain_2,9,Які ліки не можна поєднувати з дифлазоном через можливі важкі аритмії?,гідрохлортіазид,рефампіцин,такролімус,варфарин,цисаприд та терфенадин,фенітоїн,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,7
409,domain_2,16,"Які побічні ефекти можуть виникнути у пацієнтів, які приймають периндоприл-тева з боку дихальної системи, органів грудної клітки та середостіння?",цитолітичний або холестатичний гепатит,нудота,"кашель, задишка,
бронхоспазм, еозинофільна пневмонія, риніт.",блювання,судоми,імпотенція,C,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,15
410,domain_2,10,Яка форма препарату офлоксацин євро?,сироп,"таблетки, вкриті плівковою оболонкою",крем,розчин,ампули,порошок,B,60d1bee90467207fbbac980b346b932229542c73.pdf,1
414,domain_2,3,Які показання для застосування препарату Гастро-Гран?,Гарячка,Підвищена чутливість до компонентів лікарського засобу,"Виразкова хвороба шлунка та дванадцятипалої кишки, гастрити",Проблеми із сном,Хвороби шкіри,Загоєння ерозій,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
415,domain_2,3,Які особливості застосування препарату Гастро-Гран у вагітних жінок?,Рекомендується у великій дозі,Дозволений лише в першому триместрі,За рішенням лікаря,Не слід застосовувати в усіх випадках,Рекомендується приймати без обмежень,Має бути розчиненим у молоці,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
416,domain_2,9,Які симптоми можуть виникнути внаслідок передозування Діареміксу?,Гарячка,Пригнічення центральної нервової системи,Грибкове ураження,Висока температура,Алопеція,Депресія,B,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
420,domain_2,2,Які основні фізико-хімічні властивості метилурацилу?,супозиторії білого кольору,таблетки круглої форми,порошок білого кольору,гель без кольору,сигари,рідина жовтого кольору,A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
421,domain_2,3,Чи можна застосовувати Унгапівен дітям до 12 років?,"Так, але обережно",Немає обмежень за віком,"Так, можна з 6 років","Так, без обмежень","Так, з дозволу лікаря",Не застосовують дітям віком до 12 років,F,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
422,domain_2,4,Коли не можна застосовувати Нафтизин®?,при євстахіїті,при бронхіті,при дитячому кашлі,при хронічному риніті,при гострому риніті,при грибкових інфекціях,D,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,2
423,domain_2,20,Яка діюча речовина міститься у лікарському засобі Максифлокс?,моксифлоксацин,бактеріальні топоізомерази,амоксицилін,кислота хлористоводнева,гентаміцин,ципрофлоксацин,A,aba537442395c1a4ca13d05e378a49a47865cc46.pdf,1
424,domain_2,6,"Дослідження показали, що кофеїн-бензоат натрію покращує діяльність якого органу?",нирки,печінки,шлунка,легенів,травного тракту,серця,F,1026d4282a0fb8d22694301adc83729950c8498b.pdf,2
425,domain_2,8,"Яка максимальна доза парацетамолу у складі фервексу, дозволена для дорослих на добу?",50 кг на добу,4 г на тиждень,5 г на добу,10 г на добу,1 г на добу,4 г на добу,F,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,3
429,domain_2,3,Які можливі побічні реакції від застосування циклодинону?,"туга, депресія",недостатня концентрація,захворювання печінки,алкоголізм,епілепсія,"головний біль, свербіж, нудота",F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
434,domain_2,4,Яка форма випуску препарату Інфакол?,гель,порошок,розчин для ін'єкцій,суспензія оральна,крем,таблетки,D,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
440,domain_2,6,"Який з цих симптомів може вказувати на передозування парацетамолом, що в складі солпадеїну?",головний біль,шкірний свербіж,підвищений тиск,нудота,сильна втома,втрата свідомості,D,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,3
441,domain_2,13,Яка максимальна доза Ретровіру для дітей з масою тіла 9-30 кг?,500 мг 2 рази на добу,400 мг 1 раз на добу,300 мг 2 рази на добу,150 мг 4 рази на добу,250 мг 3 рази на добу,100 мг 1 раз на добу,C,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
443,domain_2,4,Яка діюча речовина міститься у препараті Інфакол?,симетикон,метилпарагідроксибензоат,пропілпарагідроксибензоат,сахарин натрію,вода очищена,гідроксипропілметилцелюлоза,A,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
444,domain_2,22,"Який елемент, що міститься в Капонко, відповідає за його циотоксичний ефект?",оксид заліза,медикаментозний препарат,гіпомелоза,тальк,5-фторурацил,лакоза,E,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,1
445,domain_2,6,Яка діюча речовина міститься в складі препарату Солпадеїн?,стирол,аспірин,ібупрофен,амоксицилін,"парацетамол, кофеїн, кодеїн фосфат демігідрат",лідокаїн,E,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,1
446,domain_2,22,Чи можна приймати Капонко дітям?,можна з 12 років,не можна,можна приймати без обмежень,можна з 10 років,безпека та ефективність не вивчалися,можна з 5 років,E,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,15
447,domain_2,4,Які побічні реакції можуть виникати під час застосування Сікапротекту?,зволоження ока,нудота і головний біль,порушення сну,сухість рогівки та кон’юнктиви,висипка та свербіж,"легке печіння, сльозотеча, подразнення очей",F,b0e35f26831baa753925da047ca36d318a100825.pdf,2
448,domain_2,4,Які дані щодо застосування Сікапротекту у період вагітності?,"препарат слід застосовувати з обережністю, за рекомендацією лікаря",препарат заборонено застосовувати,можна застосовувати в будь-який час,Досвід застосування препарату для лікування дітей відсутній.,можна без обмежень,не рекомендовано в перший триместр,A,b0e35f26831baa753925da047ca36d318a100825.pdf,2
450,domain_2,3,Яку дію чинить препарат циклодинон на рівень статевих гормонів?,негативно впливає на статеві гормони,знижує рівень прогестерону,не має жодної дії,знижує рівень тестостерону,підвищує рівень естрогенів,нормалізує рівень статевих гормонів,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
451,domain_2,9,Яка рекомендована доза дифлазону при кандидозі слизових оболонок у дітей від 5 років?,50 мг на добу,3 мг на добу,12 мг/кг/добу,150 мг один раз на тиждень,3 мг/кг/добу,100 %,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,3
453,domain_2,4,Чи можна використовувати м'які контактні лінзи під час застосування сікапротекту?,"Можна, якщо очі не червоніють","Можна, але тільки вдень",Не можна; можна використовувати лише жорсткі контактні лінзи,"Можна, але тільки ортомолекулярні лінзи",Необхідно зняти їх на всю тривалість лікування,Не можна; слід знімати їх перед закапуванням,F,b0e35f26831baa753925da047ca36d318a100825.pdf,2
454,domain_2,3,Яка фірма є виробником препарату Унгапівен?,ВАТ “Хімфармзавод “Червона зірка”,ТзОВ “Біофарма”,ПАТ “Фармацевтична компанія”,ВАТ “Лекхім”,ПрАТ “Артеріум”,ТОВ “Юрія-Фарм”,A,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
456,domain_2,15,Яка лікарська форма препарату Піперацилін-Тазобактам-Тева?,Порошок для розчину для інфузій,Таблетки,Розчин для ін'єкцій,Мазь,Капсули,Сироп,A,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,1
457,domain_2,22,Яка максимальна добова доза препарату Капонко при монотерапії?,1000 мг/м² поверхні тіла,2500 мг/м² поверхні тіла,3000 мг/м² поверхні тіла,500 мг/м² поверхні тіла,1250 мг/м² поверхні тіла,2000 мг/м² поверхні тіла,B,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,11
459,domain_2,15,Скільки становить тривалість лікування Піперацилін-Тазобактам-Тевою при гострих інфекціях?,5 г щодня, 6 годин,12 годин,12 годин, 8 годин,48 годин,F,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,12
460,domain_2,3,Який мінімальний інтервал між прийомом гастро-грану та прийомом антибіотиків?,не менше 1 години,не менше 30 хвилин,не менше 15 хвилин,не має значення,не менше 2 годин,не більше 30 хвилин,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
