Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
325,domain_1,59,Хто є головою мандатної комісії під час змагань з веслування?,Секретар змагань,Представник організатора змагання,Лікар змагань,Тренер команди,Головний суддя змагань,Суддя-інспектор,B,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,4
326,domain_2,5,Чи можна застосовувати вінпоцетин дітям?,"можна, по 20 мг 1 раз на одне приймання","можна, 60 мг на добу є безпечною дозою",не можна,"можна, по 5 мг 1 раз на день","можна, по 5-10 мг 3
рази на добу",можна дітям від 7 років,C,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,3
328,domain_1,173,Яка вимога ставиться до участників змагань у джиу-джитсу щодо екіпіровки?,Необхідно носити прикраси,Можливе використання незручного одягу,Дотримуватися спеціальних правил щодо кольору одягу,Захисна екіпіровка потрібна під час виступу у I чи IV системах,Обов'язково складна екіпіровка,Дозволяється будь-яка екіпіровка,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,26
331,domain_2,3,Хто не може приймати гастро-гран?,Тільки жінки після пологів,Люди з підвищеною чутливістю до нітрату срібла,Люди з хворобами шлунка,Всі діти до 12 років,Тільки вагітні жінки,Дорослі та діти віком від 7 років ,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
333,domain_2,6,Якою є вища разова доза кофеїн-бензоату натрію для дорослих?,100 мг,400 мг,1 г,250 мг,200 мг,500 мг,F,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
337,domain_1,122,Яка система використовується для підрахунку результатів у командних змаганнях зі стронгмену?,Результати всіх спортсменів,Всі результати команди,Тільки за одне змагання,Лише перше місце,Результати трьох перших місць від кожної команди,Результати по одному спортсмену,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,12
338,domain_1,122,Хто проводить змагання зі стронгмену в Україні?,Федерація стронгмену України (ФСУ),Кабінет Міністрів України,Ліга професійних спортсменів,Міжнародна федерація стронгмену,Міністерство молоді та спорту,Спортивна асоціація,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,5
339,domain_2,16,Що потрібно контролювати у пацієнтів з порушенні функції нирок при лікуванні Периндоприлом?,"біль
у животі",поширення ангіоневротичних набряків,рівень гемоглобіну,"У цих пацієнтів моніторинг концентрації
калію та креатиніну в сироватці крові є обов’язковим.",артеріальний тиск,виникнення обструкції дихальних шляхів,D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,8
343,domain_1,173,На якому етапі проходить нагородження учасників змагань з джиу-джитсу?,Одразу після жеребкування,Перед початком змагань,Після завершення всіх змагань,Нагородження не проводиться,У середині змагань,Без обмежень,C,54a634188fe502d79e2653231c8ea286636142a0.pdf,139
344,domain_2,6,Яка максимальна добова доза препарату Баклофен?,125 мг,150 мг,50 мг,100 мг,75 мг,200 мг,D,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,3
345,domain_2,5,Яка форма випуску лікарського засобу Дерива С?,Порошок,Олійка,Гель,Капсули,Сироп,Таблетки,C,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
346,domain_1,79,Коли у змаганнях з регбі проводять допінг-контроль?,Перед стартом змагань,Лише при підозрі на допінг,Тільки в командних змаганнях,Раз на рік,Тільки на чемпіонатах світу,Під час всіх офіційних спортивних змагань,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,74
347,domain_1,89,Хто здійснює акредитацію суб’єктів фізкультурно-оздоровчої діяльності з самбо?,Головний суддя,Суддівська колегія,Спортсмени,НФСУ,Міністерство освіти,Федерація футболу,D,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,3
348,domain_1,89,"Яка максимальна оцінка, яку може дати суддя за виступ учасника змагань із самбо?",19 балів,5 балів,4 бали,1 бал,6 балів,10 балів,F,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,48
349,domain_2,3,Як часто рекомендується наносити лосьйон Елоком?,2 рази на тиждень,2 рази на день,1 раз на тиждень,за потреби,1 раз на день,раз на місяць,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
350,domain_2,6,"Яке показання до застосування, з-поміж інших, має кофеїн-бензоат натрію?",астенічний синдром,алергія,шизофренія,туберкульоз,грип,пневмонія,A,1026d4282a0fb8d22694301adc83729950c8498b.pdf,2
351,domain_2,13,Що є протипоказанням для застосування Ретровіру?,супутні захворювання печінки,гіперчутливість до зидовудину,вагітність до 12 тижнів,вік до 18 років,варикоз,алергія на фруктозу,B,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,1
352,domain_1,173,З якої причини учасник змагань з джиу-джитсу не може бути дискваліфікований?,отримання ушкодження чи травми,неявка на зважування,одяг учасника не відповідає вимогам правил спортивних змагань ,непроходження реєстрації та акредитації,грубе порушення правил спортивних змагань ,своєчасна явка на змагання,F,54a634188fe502d79e2653231c8ea286636142a0.pdf,134
357,domain_2,3,Які побічні ефекти можуть виникати при застосуванні Унгапівен?,втрата апетиту,підвищення температури,порушення зору,порушення сну,сухість шкіри,реакції гіперчутливості,F,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
358,domain_2,5,Які показання для застосування Дерива С?,Знеболення при головному болю,Місцеве лікування звичайних вугрів (acne vulgaris),Лікування екземи,Лікування псоріазу,Лікування грибкових інфекцій,Лікування гіпертонії,B,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,2
359,domain_2,7,Як амоксикомб впливає на ефективність комбінованих пероральних контрацептивів?,не впливає на ефективність,посилює побічні ефекти,підвищує ефективність,негативно впливає на гормональний фон,забезпечує повну безпеку,знижує ефективність,F,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,5
361,domain_1,25,"Дошки якого розміру використовуються для гри в офіційних
спортивних змаганнях УФГо?",25x25,13x13,17x17,21x21,19x19,15x15,E,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,11
363,domain_2,3,Яка форма випуску препарату Елоком?,порошок,лосьйон,таблетки,крем,гель,мазь,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
364,domain_2,6,Що з-поміж іншого необхідно зробити у випадку передозування кофеїн-бензоатом натрію?,промивання шлунка,викликати алергічну реакцію,підвищувати температуру тіла,застосовувати знеболювальні,приймати вітаміни,збільшити фізичну активність,A,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
365,domain_1,122,"Скільки часу надається спортсменам для виконання вправи у ""Zarcher lift for max"" на змаганнях зі стронгмену?",30 секунд,45 секунд,75 секунд,90 секунд,60 секунд,120 секунд,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,113
366,domain_2,9,Яку дію має лоперамід у складі Діаремікса?,Протигрипозну,Протипухлинну,Антидіарейну,Протизапальну,Антибактеріальну,Знеболювальну,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,1
367,domain_2,3,Яка допоміжна речовина входить до складу препарату Гастро-Гран?,Парафін,Срібло,Цукор,Калій,Золото,Сіль,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
368,domain_2,5,Яке протипоказання вказано для вінпоцетину?,хронічні захворювання печінки,зниження слуху,набряк диску зорового нерва,цукровий діабет,алергія на лактозу,період годування груддю,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
369,domain_2,9,Яка побічна реакція з боку шлунково-кишкового тракту може виникнути при прийомі Діареміксу?,Запор,Осад у сечі,Епілепсія,Знекровлення,Головний біль,Слабкість,A,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
371,domain_1,122,Хто зустрічає VIP гостей та пресу на змаганнях зі стронгмену?,виконавчий директор,головний секретар,гравець гри го,головний суддя,суддя–інформатор,суддівська колегія,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,16
372,domain_2,5,Які властивості має вінпоцетин?,антиоксидантну дію,антибіотичну дію,тяжкий перебіг ішемічної хвороби серця,знеболюючу дію,гормональну дію,протизапальну дію,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,4
374,domain_1,173,Хто затверджує Правила спортивних змагань з джиу-джитсу в Україні?,Президент JJIF,Головний тренер збірної України,Міністерство освіти України,Заступник Міністра молоді та спорту України,Голова АДДУ,Суддівський комітет,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,1
378,domain_1,79,Як виконується початковий удар в регбі?,Ударом з кута поля,Ударом з 15-метрової лінії,Ударом з 22-метрової лінії,Ударом з боку воріт,Ударом з залікової зони,Ударом з середини центральної лінії поля,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,12
381,domain_1,59,Які дистанції вважають короткими у марафонських змаганнях із веслування?,Від 20 км до 30 км,"Від 3,4 км до 10 км",Від 5 км до 15 км,"Від 3,4 км до 10 км","Від 1 км до 5,6 км",Від 10 км до 20 км,D,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,3
383,domain_2,3,Який симптом прийому циклодинону свідчить про необхідність консультації з лікарем?,збільшення ваги,недостатня активність,зниження тиску,зниження апетиту,погіршення зору,набухання молочних залоз,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
384,domain_2,5,Скільки таблеток в одній упаковці вінпоцетину?,5,4 роки,5 мг,3,10,30,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,5
385,domain_1,79,Скільки гравців у команді регбі-15?,8 гравців,7 гравців,13 гравців,11 гравців,5 гравців,15 гравців,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,3
386,domain_2,7,Який лікарський засіб не рекомендується застосовувати одночасно з Амоксикомбом?,парацетамол,лоратадин,феназон,пробеніцид,дексаметазон,Opadry White 06B58855,D,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,5
387,domain_2,16,Яка форма випуску препарату Периндоприл-Тева?,розчин для інфузій,гель,ампули,"таблетки, не вкриті оболонкою","таблетки, вкриті плівковою оболонкою",порошок для розчину,E,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
388,domain_2,7,Чи можна застосовувати амоксицилін під час вагітності?,"так, без жодних обмежень","ні, це небезпечно","так, але з обережністю","так, але тільки у третьому триместрі","так, тільки після необхідного обстеження","так, тільки мінімальне дозування",C,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,3
389,domain_2,6,Які побічні реакції від прийому кофеїн-бензоату натрію можливі з боку сечовидільної системи?,збільшення ниркового кровотоку,підвищення апетиту,зменшення реабсорбції води,збільшення споживання повітря,підвищення частоти сечовипускання,посилення слиновиділення,E,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
390,domain_1,173,На скільки категорій поділяються учасники змагань з джиу-джитсу?,На 5 категорій,Не поділяються,На 6 категорій,На 4 категорії,На 3 категорії,На 7 категорій,F,54a634188fe502d79e2653231c8ea286636142a0.pdf,17
392,domain_1,173,За скількома системами можуть проводитися змагання з джиу-джитсу в Україні?,За 6 системами,За 2 системами,За 7 системами,За 4 системами,За 5 системами,За 3 системами,E,54a634188fe502d79e2653231c8ea286636142a0.pdf,5
393,domain_1,59,Яка максимальна довжина човнів класу С4 (каное-четвірка)?,1100 см,800 см,520 см,650 см,900 см,750 см,E,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,5
394,domain_2,3,Що входить до показань для застосування унгапівену?,захворювання печінки,люмбаго,туберкульоз,захворювання нирок,свербіж,нудьга,B,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
396,domain_2,9,Який термін придатності діареміксу?,5 років,3 роки,2 роки,6 місяців,1 рік,4 роки,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
397,domain_1,27,Яка максимальна довжина корту для пляжного тенісу?,17.0 м,19.0 м,15.0 м,18.0 м,16.0 м,14.5 м,E,61990b93694d93444332fc6fa6a0f837ee312bdb.pdf,8
399,domain_2,11,Яка рекомендована доза ланзоптолу для лікування активної виразки дванадцятипалої кишки?,60 мг 1 раз на добу протягом 2–4 тижнів,120 мг 1 раз на добу протягом 4 тижнів,30 мг 1 раз на добу протягом 8 тижнів,30 мг 1 раз на добу протягом 2–4 тижнів,30 мг 2 рази на добу протягом 1 тижня,50 мг 1 раз на добу протягом 6–8 тижнів,D,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,8
401,domain_2,5,Які діючі речовини містяться в гелі Дерива С?,"саліцилова кислота, резорцин",вода очищена,мікрофлора шкіри,"метилпарагідроксибензоат, феноксіетанол","карбомер 940, пропіленгліколь","адапален, кліндаміцин",F,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
405,domain_1,59,Що таке навал у контексті веслування на байдарках?,Завершення змагань,Змагання з дітьми,Перемога учасника,Зіткнення човнів або весел учасників заїзду,Неправильне виконання технічного прийому,Успішний обгін суперника,D,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,20
406,domain_1,27,Яка рекомендована мінімальна глибина піску на майданчику для пляжного тенісу?,25 см,10 см,35 см,30 см,20 см,15 см,A,61990b93694d93444332fc6fa6a0f837ee312bdb.pdf,23
408,domain_1,27,Яку висоту має сітка для пляжного тенісу у жіночих турнірах?,"1,8 м","1,9 м","2,0 м","1,6 м","1,5 м","1,7 м",F,61990b93694d93444332fc6fa6a0f837ee312bdb.pdf,8
409,domain_2,16,"Які побічні ефекти можуть виникнути у пацієнтів, які приймають периндоприл-тева з боку дихальної системи, органів грудної клітки та середостіння?",цитолітичний або холестатичний гепатит,нудота,"кашель, задишка,
бронхоспазм, еозинофільна пневмонія, риніт.",блювання,судоми,імпотенція,C,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,15
411,domain_1,59,Яка допомога повинна бути доступна учасникам змагань з веслування під час їх проведення?,Лише медичне обслуговування,Курси психологічної підтримки,Спеціалізоване харчування,Тільки рятувальна служба,Медичне обслуговування та рятувальна служба,Тренувальні тренери,E,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,8
412,domain_1,79,Що означає термін «у грі» на змаганнях з регбі?,гравця позначили маленькою позначкою 'X',гравець опинився ближче 10-ти метрів від суперника,"гравець перебуває в положенні, що дає можливість
брати участь у грі",гравець перетнув лінію вкидання,"удар ногою, призначений на користь невинної в порушенні команди",гравець покараний за положення «поза грою»,C,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,43
414,domain_2,3,Які показання для застосування препарату Гастро-Гран?,Гарячка,Підвищена чутливість до компонентів лікарського засобу,"Виразкова хвороба шлунка та дванадцятипалої кишки, гастрити",Проблеми із сном,Хвороби шкіри,Загоєння ерозій,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
415,domain_2,3,Які особливості застосування препарату Гастро-Гран у вагітних жінок?,Рекомендується у великій дозі,Дозволений лише в першому триместрі,За рішенням лікаря,Не слід застосовувати в усіх випадках,Рекомендується приймати без обмежень,Має бути розчиненим у молоці,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
416,domain_2,9,Які симптоми можуть виникнути внаслідок передозування Діареміксу?,Гарячка,Пригнічення центральної нервової системи,Грибкове ураження,Висока температура,Алопеція,Депресія,B,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
417,domain_1,27,Хто затверджує правила спортивних змагань з пляжного тенісу?,Начальник департаменту спорту,Президент ФТУ,Головний суддя,Секретар міської ради,Заступник Міністра молоді та спорту України,Виконавчий директор ФТУ,E,61990b93694d93444332fc6fa6a0f837ee312bdb.pdf,1
418,domain_1,79,Яка максимальна кількість гравців у команді регбі-7?,12 гравців,7 гравців,8 гравців,15 гравців,10 гравців,6 гравців,B,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,53
419,domain_1,27,Яка максимальна ширина корту для парних матчів?,5.0 м,4.5 м,7.5 м,9.0 м,6.0 м,8.0 м,F,61990b93694d93444332fc6fa6a0f837ee312bdb.pdf,8
420,domain_2,2,Які основні фізико-хімічні властивості метилурацилу?,супозиторії білого кольору,таблетки круглої форми,порошок білого кольору,гель без кольору,сигари,рідина жовтого кольору,A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
421,domain_2,3,Чи можна застосовувати Унгапівен дітям до 12 років?,"Так, але обережно",Немає обмежень за віком,"Так, можна з 6 років","Так, без обмежень","Так, з дозволу лікаря",Не застосовують дітям віком до 12 років,F,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
422,domain_2,4,Коли не можна застосовувати Нафтизин®?,при євстахіїті,при бронхіті,при дитячому кашлі,при хронічному риніті,при гострому риніті,при грибкових інфекціях,D,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,2
424,domain_2,6,"Дослідження показали, що кофеїн-бензоат натрію покращує діяльність якого органу?",нирки,печінки,шлунка,легенів,травного тракту,серця,F,1026d4282a0fb8d22694301adc83729950c8498b.pdf,2
429,domain_2,3,Які можливі побічні реакції від застосування циклодинону?,"туга, депресія",недостатня концентрація,захворювання печінки,алкоголізм,епілепсія,"головний біль, свербіж, нудота",F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
430,domain_1,79,Яка довжина м’яча дозволена у пляжному регбі?,740-770 мм на 580-620 мм,410-460 гр.,між 68 см і 70 см,довжина витягнутої руки,від 280 до 300 мм,18 мм,E,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,55
433,domain_1,59,Чий голос є вирішальним щодо переможця змагань з веслування на байдарках і каное за відсутності фотофінішу та відеофінішу?,старшого судді,лікаря змагань,головного секретаря змагань,судді-інспектора,виконавчого директора змагань,учасників змагань,A,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,22
434,domain_2,4,Яка форма випуску препарату Інфакол?,гель,порошок,розчин для ін'єкцій,суспензія оральна,крем,таблетки,D,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
435,domain_1,25,Яким чином перевіряється відповідність учасників змагань з го?,Тільки за рейтингом,Під час першого туру,Перевіркою мандатної комісії,За жеребкуванням,За рішенням суддів,Особисто головним суддею,C,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,7
437,domain_1,89,Яка мета проведення змагань з боротьби самбо?,підвищення фінансування,забезпечення залучення інвесторів,забезпечення виграшу призів,виховання спортсменів у школах,розвиток глядацьк ої аудиторії,популяризація виду спорту серед широких верств населення,F,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,2
438,domain_1,59,Які змагання мають право враховуватися на залікові рейтинги команд у змаганнях з веслування?,Тільки півфінали,"Фінали A, B і C",Фінали А і В,Тільки фінал В,Попередні заїзди,Тільки фінал А,C,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,25
439,domain_1,122,Хто є відповідальним за надання медичної допомоги під час змагань зі стронгмену?,Лікар спортивних змагань,Призначений лікар,Суддя,Асистент,Тренер,Спортсмен,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,20
441,domain_2,13,Яка максимальна доза Ретровіру для дітей з масою тіла 9-30 кг?,500 мг 2 рази на добу,400 мг 1 раз на добу,300 мг 2 рази на добу,150 мг 4 рази на добу,250 мг 3 рази на добу,100 мг 1 раз на добу,C,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
443,domain_2,4,Яка діюча речовина міститься у препараті Інфакол?,симетикон,метилпарагідроксибензоат,пропілпарагідроксибензоат,сахарин натрію,вода очищена,гідроксипропілметилцелюлоза,A,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
444,domain_2,22,"Який елемент, що міститься в Капонко, відповідає за його циотоксичний ефект?",оксид заліза,медикаментозний препарат,гіпомелоза,тальк,5-фторурацил,лакоза,E,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,1
446,domain_2,22,Чи можна приймати Капонко дітям?,можна з 12 років,не можна,можна приймати без обмежень,можна з 10 років,безпека та ефективність не вивчалися,можна з 5 років,E,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,15
449,domain_1,122,Хто має право вносити зміни до правил спортивних змагань зі стронгмену?,Федерація стронгмену України,Спортсмени,Представники медіа,Тренери,Головна суддівська колегія,Керівництво міськради,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,2
450,domain_2,3,Яку дію чинить препарат циклодинон на рівень статевих гормонів?,негативно впливає на статеві гормони,знижує рівень прогестерону,не має жодної дії,знижує рівень тестостерону,підвищує рівень естрогенів,нормалізує рівень статевих гормонів,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
452,domain_1,122,Яка максимальна градація вагових категорій для чоловіків на змаганнях зі стронгмену?,"80,01 – 95 кг",До 80 кг,До 100 кг,120 кг,"95,01 – 110 кг",Понад 110 кг,F,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,12
454,domain_2,3,Яка фірма є виробником препарату Унгапівен?,ВАТ “Хімфармзавод “Червона зірка”,ТзОВ “Біофарма”,ПАТ “Фармацевтична компанія”,ВАТ “Лекхім”,ПрАТ “Артеріум”,ТОВ “Юрія-Фарм”,A,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
455,domain_1,173,Які засоби медичного контролю повинні бути присутніми на змаганнях з джиу-джитсу?,Лікарні з швидкої допомоги,10 лікарів на 5 татамі,Тільки санітари,Один лікар на 2 татамі,Одна медсестра на 10 татамі,Медичні поля,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,33
457,domain_2,22,Яка максимальна добова доза препарату Капонко при монотерапії?,1000 мг/м² поверхні тіла,2500 мг/м² поверхні тіла,3000 мг/м² поверхні тіла,500 мг/м² поверхні тіла,1250 мг/м² поверхні тіла,2000 мг/м² поверхні тіла,B,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,11
460,domain_2,3,Який мінімальний інтервал між прийомом гастро-грану та прийомом антибіотиків?,не менше 1 години,не менше 30 хвилин,не менше 15 хвилин,не має значення,не менше 2 годин,не більше 30 хвилин,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
