Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
324,domain_2,5,Які можливі побічні реакції від застосування Дерива С?,"Почервоніння, лущення, сухість, свербіж і печіння шкіри",Збільшення ваги,Мігрень та головний біль,Сонливість та апатія,Підвищена температура тіла,Погіршення зору,A,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,4
325,domain_1,59,Хто є головою мандатної комісії під час змагань з веслування?,Секретар змагань,Представник організатора змагання,Лікар змагань,Тренер команди,Головний суддя змагань,Суддя-інспектор,B,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,4
326,domain_2,5,Чи можна застосовувати вінпоцетин дітям?,"можна, по 20 мг 1 раз на одне приймання","можна, 60 мг на добу є безпечною дозою",не можна,"можна, по 5 мг 1 раз на день","можна, по 5-10 мг 3
рази на добу",можна дітям від 7 років,C,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,3
328,domain_1,173,Яка вимога ставиться до участників змагань у джиу-джитсу щодо екіпіровки?,Необхідно носити прикраси,Можливе використання незручного одягу,Дотримуватися спеціальних правил щодо кольору одягу,Захисна екіпіровка потрібна під час виступу у I чи IV системах,Обов'язково складна екіпіровка,Дозволяється будь-яка екіпіровка,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,26
330,domain_2,4,Який спосіб застосування супрагістиму для дорослих і дітей старше 14 років?,підшкірно 50 мг,внутрішньо 25 мг 2 рази на день,"внутрішньо, під час їжі, по 25 мг 3–4 рази на добу",перорально 50 мг 2 рази на добу,"внутрішньо, 100 мг 1 раз на добу",внутрішньом’язово раз на день,C,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
331,domain_2,3,Хто не може приймати гастро-гран?,Тільки жінки після пологів,Люди з підвищеною чутливістю до нітрату срібла,Люди з хворобами шлунка,Всі діти до 12 років,Тільки вагітні жінки,Дорослі та діти віком від 7 років ,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
332,domain_2,3,Яка форма випуску бронхіалу?,порошок,сироп,гель,краплі,рідкі таблетки,ампули,B,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
337,domain_1,122,Яка система використовується для підрахунку результатів у командних змаганнях зі стронгмену?,Результати всіх спортсменів,Всі результати команди,Тільки за одне змагання,Лише перше місце,Результати трьох перших місць від кожної команди,Результати по одному спортсмену,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,12
338,domain_1,122,Хто проводить змагання зі стронгмену в Україні?,Федерація стронгмену України (ФСУ),Кабінет Міністрів України,Ліга професійних спортсменів,Міжнародна федерація стронгмену,Міністерство молоді та спорту,Спортивна асоціація,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,5
339,domain_2,16,Що потрібно контролювати у пацієнтів з порушенні функції нирок при лікуванні Периндоприлом?,"біль
у животі",поширення ангіоневротичних набряків,рівень гемоглобіну,"У цих пацієнтів моніторинг концентрації
калію та креатиніну в сироватці крові є обов’язковим.",артеріальний тиск,виникнення обструкції дихальних шляхів,D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,8
340,domain_2,9,Які з цих побічних реакцій з боку травної системи можуть спостерігатися при прийомі дифлазону?,"запаморочення, судоми, розлад смаку","погіршення зору, висип","абдомінальний біль, діарея, сухість шкіри","диспепсія, нудота, діарея","анафілаксія, набрякання обличчя, свербіж шкіри, кропив’янка",підвищення температури,D,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,4
341,domain_2,9,Яка тривалість терапії при лікуванні криптококового менінгіту за допомогою дифлазону?,1 тиждень,понад 3 тижні,до 6 тижнів,щонайменше 6–8 тижнів,від 3 до 6 місяців,2-4 тижні,D,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,2
342,domain_2,17,Яким чином слід приймати капсули препарату Сандімун Неорал?,трансплантувати,розділяти на 2 частини,вмиватися до приймання,ковтати цілком,приймати з іншими препаратами,додавати в їжу,D,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,3
343,domain_1,173,На якому етапі проходить нагородження учасників змагань з джиу-джитсу?,Одразу після жеребкування,Перед початком змагань,Після завершення всіх змагань,Нагородження не проводиться,У середині змагань,Без обмежень,C,54a634188fe502d79e2653231c8ea286636142a0.pdf,139
344,domain_2,6,Яка максимальна добова доза препарату Баклофен?,125 мг,150 мг,50 мг,100 мг,75 мг,200 мг,D,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,3
345,domain_2,5,Яка форма випуску лікарського засобу Дерива С?,Порошок,Олійка,Гель,Капсули,Сироп,Таблетки,C,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
346,domain_1,79,Коли у змаганнях з регбі проводять допінг-контроль?,Перед стартом змагань,Лише при підозрі на допінг,Тільки в командних змаганнях,Раз на рік,Тільки на чемпіонатах світу,Під час всіх офіційних спортивних змагань,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,74
347,domain_1,89,Хто здійснює акредитацію суб’єктів фізкультурно-оздоровчої діяльності з самбо?,Головний суддя,Суддівська колегія,Спортсмени,НФСУ,Міністерство освіти,Федерація футболу,D,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,3
348,domain_1,89,"Яка максимальна оцінка, яку може дати суддя за виступ учасника змагань із самбо?",19 балів,5 балів,4 бали,1 бал,6 балів,10 балів,F,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,48
349,domain_2,3,Як часто рекомендується наносити лосьйон Елоком?,2 рази на тиждень,2 рази на день,1 раз на тиждень,за потреби,1 раз на день,раз на місяць,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
351,domain_2,13,Що є протипоказанням для застосування Ретровіру?,супутні захворювання печінки,гіперчутливість до зидовудину,вагітність до 12 тижнів,вік до 18 років,варикоз,алергія на фруктозу,B,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,1
352,domain_1,173,З якої причини учасник змагань з джиу-джитсу не може бути дискваліфікований?,отримання ушкодження чи травми,неявка на зважування,одяг учасника не відповідає вимогам правил спортивних змагань ,непроходження реєстрації та акредитації,грубе порушення правил спортивних змагань ,своєчасна явка на змагання,F,54a634188fe502d79e2653231c8ea286636142a0.pdf,134
353,domain_2,3,Які побічні дії може спричинити бронхіал?,кашель,помутніння,нудота,запаморочення,біль у животі,алергічні реакції,F,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
355,domain_1,76,Де мають бути розміщені основні регламентуючі документи автомобільних змагань?,у всіх спортивних комітетах,на офіційному сайті ФАУ,в публічних бібліотеках,в спортивних страховках,в автомобільних клубах,в суддівських органах,B,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,66
358,domain_2,5,Які показання для застосування Дерива С?,Знеболення при головному болю,Місцеве лікування звичайних вугрів (acne vulgaris),Лікування екземи,Лікування псоріазу,Лікування грибкових інфекцій,Лікування гіпертонії,B,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,2
361,domain_1,25,"Дошки якого розміру використовуються для гри в офіційних
спортивних змаганнях УФГо?",25x25,13x13,17x17,21x21,19x19,15x15,E,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,11
363,domain_2,3,Яка форма випуску препарату Елоком?,порошок,лосьйон,таблетки,крем,гель,мазь,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
365,domain_1,122,"Скільки часу надається спортсменам для виконання вправи у ""Zarcher lift for max"" на змаганнях зі стронгмену?",30 секунд,45 секунд,75 секунд,90 секунд,60 секунд,120 секунд,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,113
366,domain_2,9,Яку дію має лоперамід у складі Діаремікса?,Протигрипозну,Протипухлинну,Антидіарейну,Протизапальну,Антибактеріальну,Знеболювальну,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,1
367,domain_2,3,Яка допоміжна речовина входить до складу препарату Гастро-Гран?,Парафін,Срібло,Цукор,Калій,Золото,Сіль,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
368,domain_2,5,Яке протипоказання вказано для вінпоцетину?,хронічні захворювання печінки,зниження слуху,набряк диску зорового нерва,цукровий діабет,алергія на лактозу,період годування груддю,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
369,domain_2,9,Яка побічна реакція з боку шлунково-кишкового тракту може виникнути при прийомі Діареміксу?,Запор,Осад у сечі,Епілепсія,Знекровлення,Головний біль,Слабкість,A,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
371,domain_1,122,Хто зустрічає VIP гостей та пресу на змаганнях зі стронгмену?,виконавчий директор,головний секретар,гравець гри го,головний суддя,суддя–інформатор,суддівська колегія,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,16
372,domain_2,5,Які властивості має вінпоцетин?,антиоксидантну дію,антибіотичну дію,тяжкий перебіг ішемічної хвороби серця,знеболюючу дію,гормональну дію,протизапальну дію,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,4
373,domain_2,17,Що призводить до підвищення біологічного накопичення діючої речовини Сандімуну Неоралу? ,"одночасне застосування з препаратами, що
містять калій",одночасне застосування з діуретиками,головний біль,одночасне застосування з барбітуратами,одночасне вживання грейпфрутового соку,порушення менструального циклу,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,14
374,domain_1,173,Хто затверджує Правила спортивних змагань з джиу-джитсу в Україні?,Президент JJIF,Головний тренер збірної України,Міністерство освіти України,Заступник Міністра молоді та спорту України,Голова АДДУ,Суддівський комітет,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,1
378,domain_1,79,Як виконується початковий удар в регбі?,Ударом з кута поля,Ударом з 15-метрової лінії,Ударом з 22-метрової лінії,Ударом з боку воріт,Ударом з залікової зони,Ударом з середини центральної лінії поля,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,12
381,domain_1,59,Які дистанції вважають короткими у марафонських змаганнях із веслування?,Від 20 км до 30 км,"Від 3,4 км до 10 км",Від 5 км до 15 км,"Від 3,4 км до 10 км","Від 1 км до 5,6 км",Від 10 км до 20 км,D,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,3
382,domain_1,76,Як визначається першість у гірських гонках в автомобільному спорті?,за загальним складом команди,за кількістю зроблених обертів,за мінімальним часом,за оцінками від суддів,за попередніми балами,за кількістю учасників,C,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,60
383,domain_2,3,Який симптом прийому циклодинону свідчить про необхідність консультації з лікарем?,збільшення ваги,недостатня активність,зниження тиску,зниження апетиту,погіршення зору,набухання молочних залоз,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
384,domain_2,5,Скільки таблеток в одній упаковці вінпоцетину?,5,4 роки,5 мг,3,10,30,F,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,5
385,domain_1,79,Скільки гравців у команді регбі-15?,8 гравців,7 гравців,13 гравців,11 гравців,5 гравців,15 гравців,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,3
387,domain_2,16,Яка форма випуску препарату Периндоприл-Тева?,розчин для інфузій,гель,ампули,"таблетки, не вкриті оболонкою","таблетки, вкриті плівковою оболонкою",порошок для розчину,E,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
388,domain_2,7,Чи можна застосовувати амоксицилін під час вагітності?,"так, без жодних обмежень","ні, це небезпечно","так, але з обережністю","так, але тільки у третьому триместрі","так, тільки після необхідного обстеження","так, тільки мінімальне дозування",C,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,3
390,domain_1,173,На скільки категорій поділяються учасники змагань з джиу-джитсу?,На 5 категорій,Не поділяються,На 6 категорій,На 4 категорії,На 3 категорії,На 7 категорій,F,54a634188fe502d79e2653231c8ea286636142a0.pdf,17
392,domain_1,173,За скількома системами можуть проводитися змагання з джиу-джитсу в Україні?,За 6 системами,За 2 системами,За 7 системами,За 4 системами,За 5 системами,За 3 системами,E,54a634188fe502d79e2653231c8ea286636142a0.pdf,5
393,domain_1,59,Яка максимальна довжина човнів класу С4 (каное-четвірка)?,1100 см,800 см,520 см,650 см,900 см,750 см,E,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,5
395,domain_1,76,Який вид змагань відноситься до кільцевих гонок на змаганнях з автомобільного спорту?,картинг,трофі-рейди,міні-ралі в поля,перегони на дамбах,ралі на шосе,гонки на витривалість,A,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,75
396,domain_2,9,Який термін придатності діареміксу?,5 років,3 роки,2 роки,6 місяців,1 рік,4 роки,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
399,domain_2,11,Яка рекомендована доза ланзоптолу для лікування активної виразки дванадцятипалої кишки?,60 мг 1 раз на добу протягом 2–4 тижнів,120 мг 1 раз на добу протягом 4 тижнів,30 мг 1 раз на добу протягом 8 тижнів,30 мг 1 раз на добу протягом 2–4 тижнів,30 мг 2 рази на добу протягом 1 тижня,50 мг 1 раз на добу протягом 6–8 тижнів,D,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,8
401,domain_2,5,Які діючі речовини містяться в гелі Дерива С?,"саліцилова кислота, резорцин",вода очищена,мікрофлора шкіри,"метилпарагідроксибензоат, феноксіетанол","карбомер 940, пропіленгліколь","адапален, кліндаміцин",F,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
402,domain_2,6,"Який з цих симптомів є ознакою передозування кофеїном, що в складі солпадеїну?",апатія,втрата апетиту,загальна слабкість,недостатня гідратація,висипання,прискорене дихання,F,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,3
405,domain_1,59,Що таке навал у контексті веслування на байдарках?,Завершення змагань,Змагання з дітьми,Перемога учасника,Зіткнення човнів або весел учасників заїзду,Неправильне виконання технічного прийому,Успішний обгін суперника,D,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,20
407,domain_2,9,Які ліки не можна поєднувати з дифлазоном через можливі важкі аритмії?,гідрохлортіазид,рефампіцин,такролімус,варфарин,цисаприд та терфенадин,фенітоїн,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,7
409,domain_2,16,"Які побічні ефекти можуть виникнути у пацієнтів, які приймають периндоприл-тева з боку дихальної системи, органів грудної клітки та середостіння?",цитолітичний або холестатичний гепатит,нудота,"кашель, задишка,
бронхоспазм, еозинофільна пневмонія, риніт.",блювання,судоми,імпотенція,C,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,15
411,domain_1,59,Яка допомога повинна бути доступна учасникам змагань з веслування під час їх проведення?,Лише медичне обслуговування,Курси психологічної підтримки,Спеціалізоване харчування,Тільки рятувальна служба,Медичне обслуговування та рятувальна служба,Тренувальні тренери,E,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,8
412,domain_1,79,Що означає термін «у грі» на змаганнях з регбі?,гравця позначили маленькою позначкою 'X',гравець опинився ближче 10-ти метрів від суперника,"гравець перебуває в положенні, що дає можливість
брати участь у грі",гравець перетнув лінію вкидання,"удар ногою, призначений на користь невинної в порушенні команди",гравець покараний за положення «поза грою»,C,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,43
414,domain_2,3,Які показання для застосування препарату Гастро-Гран?,Гарячка,Підвищена чутливість до компонентів лікарського засобу,"Виразкова хвороба шлунка та дванадцятипалої кишки, гастрити",Проблеми із сном,Хвороби шкіри,Загоєння ерозій,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
415,domain_2,3,Які особливості застосування препарату Гастро-Гран у вагітних жінок?,Рекомендується у великій дозі,Дозволений лише в першому триместрі,За рішенням лікаря,Не слід застосовувати в усіх випадках,Рекомендується приймати без обмежень,Має бути розчиненим у молоці,C,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
416,domain_2,9,Які симптоми можуть виникнути внаслідок передозування Діареміксу?,Гарячка,Пригнічення центральної нервової системи,Грибкове ураження,Висока температура,Алопеція,Депресія,B,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,8
418,domain_1,79,Яка максимальна кількість гравців у команді регбі-7?,12 гравців,7 гравців,8 гравців,15 гравців,10 гравців,6 гравців,B,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,53
420,domain_2,2,Які основні фізико-хімічні властивості метилурацилу?,супозиторії білого кольору,таблетки круглої форми,порошок білого кольору,гель без кольору,сигари,рідина жовтого кольору,A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
429,domain_2,3,Які можливі побічні реакції від застосування циклодинону?,"туга, депресія",недостатня концентрація,захворювання печінки,алкоголізм,епілепсія,"головний біль, свербіж, нудота",F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
430,domain_1,79,Яка довжина м’яча дозволена у пляжному регбі?,740-770 мм на 580-620 мм,410-460 гр.,між 68 см і 70 см,довжина витягнутої руки,від 280 до 300 мм,18 мм,E,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,55
433,domain_1,59,Чий голос є вирішальним щодо переможця змагань з веслування на байдарках і каное за відсутності фотофінішу та відеофінішу?,старшого судді,лікаря змагань,головного секретаря змагань,судді-інспектора,виконавчого директора змагань,учасників змагань,A,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,22
434,domain_2,4,Яка форма випуску препарату Інфакол?,гель,порошок,розчин для ін'єкцій,суспензія оральна,крем,таблетки,D,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
435,domain_1,25,Яким чином перевіряється відповідність учасників змагань з го?,Тільки за рейтингом,Під час першого туру,Перевіркою мандатної комісії,За жеребкуванням,За рішенням суддів,Особисто головним суддею,C,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,7
437,domain_1,89,Яка мета проведення змагань з боротьби самбо?,підвищення фінансування,забезпечення залучення інвесторів,забезпечення виграшу призів,виховання спортсменів у школах,розвиток глядацьк ої аудиторії,популяризація виду спорту серед широких верств населення,F,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,2
438,domain_1,59,Які змагання мають право враховуватися на залікові рейтинги команд у змаганнях з веслування?,Тільки півфінали,"Фінали A, B і C",Фінали А і В,Тільки фінал В,Попередні заїзди,Тільки фінал А,C,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,25
439,domain_1,122,Хто є відповідальним за надання медичної допомоги під час змагань зі стронгмену?,Лікар спортивних змагань,Призначений лікар,Суддя,Асистент,Тренер,Спортсмен,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,20
440,domain_2,6,"Який з цих симптомів може вказувати на передозування парацетамолом, що в складі солпадеїну?",головний біль,шкірний свербіж,підвищений тиск,нудота,сильна втома,втрата свідомості,D,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,3
441,domain_2,13,Яка максимальна доза Ретровіру для дітей з масою тіла 9-30 кг?,500 мг 2 рази на добу,400 мг 1 раз на добу,300 мг 2 рази на добу,150 мг 4 рази на добу,250 мг 3 рази на добу,100 мг 1 раз на добу,C,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
443,domain_2,4,Яка діюча речовина міститься у препараті Інфакол?,симетикон,метилпарагідроксибензоат,пропілпарагідроксибензоат,сахарин натрію,вода очищена,гідроксипропілметилцелюлоза,A,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,1
445,domain_2,6,Яка діюча речовина міститься в складі препарату Солпадеїн?,стирол,аспірин,ібупрофен,амоксицилін,"парацетамол, кофеїн, кодеїн фосфат демігідрат",лідокаїн,E,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,1
449,domain_1,122,Хто має право вносити зміни до правил спортивних змагань зі стронгмену?,Федерація стронгмену України,Спортсмени,Представники медіа,Тренери,Головна суддівська колегія,Керівництво міськради,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,2
450,domain_2,3,Яку дію чинить препарат циклодинон на рівень статевих гормонів?,негативно впливає на статеві гормони,знижує рівень прогестерону,не має жодної дії,знижує рівень тестостерону,підвищує рівень естрогенів,нормалізує рівень статевих гормонів,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
451,domain_2,9,Яка рекомендована доза дифлазону при кандидозі слизових оболонок у дітей від 5 років?,50 мг на добу,3 мг на добу,12 мг/кг/добу,150 мг один раз на тиждень,3 мг/кг/добу,100 %,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,3
452,domain_1,122,Яка максимальна градація вагових категорій для чоловіків на змаганнях зі стронгмену?,"80,01 – 95 кг",До 80 кг,До 100 кг,120 кг,"95,01 – 110 кг",Понад 110 кг,F,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,12
455,domain_1,173,Які засоби медичного контролю повинні бути присутніми на змаганнях з джиу-джитсу?,Лікарні з швидкої допомоги,10 лікарів на 5 татамі,Тільки санітари,Один лікар на 2 татамі,Одна медсестра на 10 татамі,Медичні поля,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,33
460,domain_2,3,Який мінімальний інтервал між прийомом гастро-грану та прийомом антибіотиків?,не менше 1 години,не менше 30 хвилин,не менше 15 хвилин,не має значення,не менше 2 годин,не більше 30 хвилин,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
